"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Wind from the South","A century of English song : an anthology of 20th-century songs compiled and published by The Association of English Singers and Speakers. Volume 8 for medium/low female voice and piano ; Country-lover ; Dolls ; Heffle cuckoo fair ; Idlers ; Miscellanie ; Othello ; Songs ; Songs (1935) ; Songs of Walter de la Mare ; Songs of the East ; Why do I love?","018168059","Monograph","Notated music","Volume","","","","","","","","Quilter, Roger, 1877-1953 [person] ; Bridges, Robert, 1844-1930 [person] ; Gurney, Ivor, 1890-1937 [person] ; Milford, Robin, 1903-1959 [person] ; Association of English Singers and Speakers [organisation] ; Corp, Ronald [person] ; Shaw, Martin, 1875-1958 [person] ; Bantock, Granville, Sir, 1868-1946 [person] ; Peel, Graham, 1878-1937 [person] ; Shakespeare, William, 1564-1616 [person] ; Kipling, Rudyard, 1865-1936 [person] ; Bantock, Helen F. (Helen Francesca), 1868-1961 [person] ; Somervell, Arthur, 1863-1937 [person] ; Scott, Cyril, 1879-1970 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Blunden, Edmund, 1896-1974 [person] ; Belloc, Hilaire, 1870-1953 [person] ; Blake, William, 1757-1827 [person] ; Irvine, John, 1903-1964 [person] ; Prokosch, Frederic, 1908-1989 [person] ; Humphreys, Garry, writer [person] ; Arnold, Matthew, 1822-1888 [person] ; Hugh-Jones, Elaine, 1927- [person] ; Gibbs, C. Armstrong [person] ; Coleridge-Taylor, Samuel, 1875-1912 [person] ; De la Mare, Walter, 1873-1956 [person] ; Cooke, Deryck [person] ; Ephelia, active 1679 [person]","","","England","Tewkesbury","Association of English Singers & Speakers ; Goodmusic","2016","","1 score (56 pages), 30 cm","783.442","F.1946.b./8 ; H06/.17213","Blunden, Edmund, 1896-1974--Musical settings ; Song cycles--Excerpts ; Songs (Medium voice) with piano ; Bantock, Helen F. (Helen Francesca), 1868-1961--Musical settings ; Ephelia, active 1679--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; Arnold, Matthew, 1822-1888--Musical settings ; Irvine, John, 1903-1964--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Prokosch, Frederic, 1908-1989--Musical settings ; Songs (Low voice) with piano ; Kipling, Rudyard, 1865-1936--Musical settings ; Blake, William, 1757-1827--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Belloc, Hilaire, 1870-1953--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Excerpt","English","Includes notes on the composers by Garry Humphreys ; Subtitle on cover: An anthology for singers",""
"Winter, my secret : for soprano, treble recorder, cello and harpsichord","","016449754","Monograph","Notated music","Volume","","","9780193394827","Skempton, Howard","1947-","person","composer","Skempton, Howard, 1947-, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Oxford contemporary repertoire","","England","Oxford ; Tewkesbury","Goodmusic ; Oxford University Press ; under exclusive licence","2013","","2 scores (9 pages) + 2 parts, 30 cm","783.6642","G.242.ee. (7.)","Songs (High voice) with instrumental ensemble--Scores and parts ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Duration: 4 min. 30 sec ; Words also printed as text preceding score ; Words by Christina Rossetti",""
"Woman's thoughts about women","Maude ; On sisterhoods","019203138","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB905742","","9781315478036","Rossetti, Christina","","person","author","Rossetti, Christina, author [person] ; Craik, Dinah Maria Mulock, 1826-1887 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Pickering women's classics","","England","London","Routledge","2019","1st","1 online resource","828.808","ELD.DS.384107","Women","","English","Additional physical form: Print version. 9781138111318 ; Previously issued in print: 2018",""
"Woman's thoughts about women","Maude by Christina Rossetti, 'On sisterhoods' and A woman's thoughts about women by Dinah Mulock Craik ; On sisterhoods","018795712","Monograph","Language material ; Text","Volume","GBB852413","","9781138111318","Rossetti, Christina Georgina","1830-1894","person","author","Craik, Dinah Maria Mulock, 1826-1887 [person] ; Rossetti, Christina Georgina, 1830-1894, author [person]","Pickering women's classics","","England","London","Routledge","2018","","1 volume, 22 cm","828.808","","Women","","English","",""
"Women's poetry and religion in Victorian England : Jewish identity and Christian culture","","009415431","Monograph","Language material ; Text","Volume","GBA241694","","9780521811125","Scheinberg, Cynthia A.","","person","","Scheinberg, Cynthia A. [person]","Cambridge studies in nineteenth-century literature and culture","35 [Cambridge studies in nineteenth-century literature and culture]","England","Cambridge","Cambridge University Press","2002","","xi, 275 pages, 24 cm","821.809382","YC.2003.a.2561","Jewish religious poetry, English--History and criticism ; English poetry--19th century--History and criticism ; Aguilar, Grace, 1816-1847--Criticism and interpretation ; Christian poetry, English--19th century--History and criticism ; Jewish poetry--Women authors ; Religious poetry, English--19th century--History and criticism ; English poetry--Women authors--History and criticism ; Levy, Amy, 1861-1889--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Browning, Elizabeth Barrett, 1806-1861--Criticism and interpretation","","English","bibliography: p. 256-271. - Includes index",""
"Women's poetry and religion in Victorian England : Jewish identity and Christian culture","","014777268","Monograph","Language material ; Text","Volume","GBA8B8684","","9780521099837","Scheinberg, Cynthia","","person","","Scheinberg, Cynthia [person]","","","England","Cambridge","Cambridge University Press","2009","","1 volume","821.809382","","Jewish religious poetry, English--History and criticism ; English poetry--19th century--History and criticism ; Aguilar, Grace, 1816-1847--Criticism and interpretation ; Christian poetry, English--19th century--History and criticism ; Jewish poetry--Women authors ; Religious poetry, English--19th century--History and criticism ; English poetry--Women authors--History and criticism ; Levy, Amy, 1861-1889--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Browning, Elizabeth Barrett, 1806-1861--Criticism and interpretation","","English","Originally published: 2002",""
"Wonder and Whimsy. The fantastic world of Christina Rossetti","Appendix","003551425","Monograph","Language material ; Text","Volume","","","","Swann, Thomas Burnett","","person","","Swann, Thomas Burnett [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","","Francestown, New Hampshire","Marshall Jones","1960","","111 pages (8°)","","11879.a.27","","","","",""
"Works edited, or with prefaces by W. J. De La Mare","Poems. Chosen by Walter de la Mare [With an introduction by W. de la Mare.] ; Works. Selections","003165381","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","De la Mare, Walter, 1873-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","","Newtown","Gregynog Press","1930","","xliii, 107 pages (8°)","","C.99.h.28","","","","",""
"Works edited, translated or with contributions by Rossetti","Goblin Market ... With two designs by D. G. Rossetti. Second edition","003165329","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","Cambridge ; London","Macmillan","1865","","vii, 192 pages (8°)","","11660.aa.16","","","","With an additional titlepage",""
"Works edited, translated or with contributions by Rossetti","Goblin Market and other poems. ... With two designs by D. G. Rossetti","003165328","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","Cambridge, London","","1862","","","","Cup.401.b.14","","","","",""
"Works edited, translated or with contributions by Rossetti","Goblin Market and other poems. ... With two designs by D. G. Rossetti","017646057","Monograph","Language material ; Text","Online resource","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","Cambridge, London","","1862","","","","Digital Store Cup.401.b.14","","","","",""
"Works edited, translated or with contributions by Rossetti","Goblin Market, The prince's progress and other poems ... With four designs by D. G. Rossetti. New edition","003165331","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Macmillan","1879","","xi, 287 pages, plates, 18 cm","","1607/4215","","","","",""
"Works edited, translated or with contributions by Rossetti","The Prince's Progress and other poems","003165352","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Macmillan ; R. Clay ; Taylor","1866","","viii, 216 pages, 2 leaves of plates, 18 cm (8°)","","11650.aaa.7 ; C.188.a.416","English poetry--19th century","","English","Printer's name from colophon ; With a half-title, frontispiece and additional titlepage, engraved",""
"Works edited, translated or with contributions by Rossetti","The Prince's Progress, and other poems. With two designs by D. G. Rossetti","017068758","Monograph","Language material ; Text","Online resource","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","","1866","","","","Digital Store 11650.aaa.7","","","English","",""
"Works translated or with prefaces or other contributions by this Author","Goblin Market ... Illustrated by L. Housman. L.P","003165332","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Housman, Laurence, 1865-1959 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Macmillan","1893","","63 pages (8°)","","11647.f.33","","","English","",""
"Works translated or with prefaces or other contributions by this Author","Goblin Market ... Illustrated by L. Housman. L.P","014617047","Monograph","Language material ; Text","Online resource","","","","Rossetti, Christina Georgina","1830-1894","person","","Housman, Laurence, 1865-1959 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Macmillan","1893","","63 pages (8°)","","Digital Store 11647.f.33","","","English","",""
"Works","Christina Rossetti : the complete poems","011931656","Monograph","Language material ; Text","Volume","GBA1Y2893","","9780140423662","Rossetti, Christina Georgina","1830-1894","person","","Crump, R. W. (Rebecca W.), 1944- [person] ; Flowers, Betty S. (Betty Sue) [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Penguin classics","","England","London","Penguin","2001","","lv, 1221 pages, 20 cm","821.8","YK.2001.a.10884","","","English","",""
"Works. Selections","A choice of Christina Rossetti's verse; selected with an introduction by Elizabeth Jennings","003165387","Monograph","Language material ; Text","Volume","","","9780571090174","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Jennings, Elizabeth, 1926-2001 [person]","","","England","London","Faber","1970","","96 pages, 20 cm","","X.989/5561","","","","",""
"Works. Selections","Almost paradise : poems of Christina Rossetti, 1844-1894 : a new, extensive, ordered selection with notes and commentaries","010128009","Monograph","Language material ; Text","Volume","GBA412779","","9780954613907","Rossetti, Christina Georgina","1830-1894","person","","Rice-Oxley, M. Andrew [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","Liverpool","","2004","","xxvii, 265 pages, 28 cm","821.8","YC.2004.b.402","","","English","Includes index",""
"Works. Selections","Christina Rossetti : passion & devotion","007465801","Monograph","Language material ; Text","Volume","GBA1V8811","","9781860193873","Rossetti, Christina Georgina","1830-1894","person","","Sullivan, K. E. [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Illustrated poetry anthology","","England","London","Brockhampton","2001","","96 pages, colour illustrations, colour portraits, 22 cm","821.8","YC.2002.a.10323","Rossetti, Christina Georgina, 1830-1894","","English","",""
"Works. Selections","Christina Rossetti : selected and edited by Jan Marsh","007392265","Monograph","Language material ; Text","Volume","GBA346186","","9780460878203","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Marsh, Jan, 1942- [person]","Everyman's poetry","6 [Everyman's poetry]","England","London","Everyman","1996","","xix, 108 pages, 20 cm","821.8","YK.2003.a.13325","","","English","Includes index",""
"Works. Selections","Christina Rossetti : selected by Jan Marsh","011352377","Monograph","Language material ; Text","Volume","GBA2W4517","","9780753814079","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Marsh, Jan, 1942- [person]","Phoenix poetry series","","England","London","Phoenix","2002","","155 pages, 18 cm","821.8","YC.2003.a.9207","","","English","Originally published: [Great Britain] : Everyman, 1996",""
"Works. Selections","Christina Rossetti [Poems.] Selected by Naomi Lewis","003165385","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Lewis, Naomi [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Pocket Poets","","England","London","Edward Hulton","1959","","48 pages (8°)","","W.P.16930/6","","","","",""
"Works. Selections","Christina Rossetti [Selected Poéms.]","003165380","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Augustan Books of Modern Poetry","","England","London","Ernest Benn","1926","","31 pages (8°)","","11605.cc.12/43","","","","",""
"Works. Selections","Christmas Verses","003165382","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Christmas Booklets","number 1 [Christmas Booklets]","England","London","S.P.C.K","1933","","15 pages (16°)","","11655.e.103/1","","","","",""
"Works. Selections","Doves and pomegranates : poems for young readers, by Christina Rossetti; chosen by David Powell","011578362","Monograph","Language material ; Text","Volume","GB6925369","","9780370012513","Rossetti, Christina Georgina","1830-1894","person","","Powell, David, 1925- [person] ; Lewis, Naomi [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Gill, Margery [person]","","","England","London","Bodley Head","1969","","96 pages, illustrations, 23 cm","821.8","X.909/18006","","","English","Selections from 'The poetical works of Christina Georgina Rossetti', originally published London: Macmillan, 1904",""
